05/16/13 08:15:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:00:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.53   18.77  1192.04   784.93    59.37     0.01    0.34   0.30   1.01
dm-0              0.01     4.58   14.16   18.77  1189.05   784.93    59.94     0.01    0.36   0.32   1.06
dm-3              0.00     0.00    0.12    0.00     2.94     0.00    23.72     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.82   23.35  1184.26   784.93    52.98     0.02    0.57   0.28   1.03
dm-5              0.00     0.00    0.43    0.04     3.43     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.87     1.11    22.99     8.35     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.72   20.47  1182.38   761.93    56.87     0.01    0.37   0.29   0.98
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:05:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.47   18.70  1187.15   781.60    59.35     0.01    0.34   0.30   1.00
dm-0              0.01     4.58   14.10   18.70  1184.17   781.60    59.92     0.01    0.36   0.32   1.05
dm-3              0.00     0.00    0.12    0.00     2.93     0.00    23.67     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.76   23.28  1179.39   781.60    52.94     0.02    0.57   0.28   1.03
dm-5              0.00     0.00    0.43    0.04     3.41     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.88     1.10    23.02     8.35     0.01    2.96   0.23   0.07
dm-9              0.00     0.00   13.65   20.40  1177.51   758.57    56.85     0.01    0.37   0.29   0.97
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:10:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.40   18.64  1182.05   778.33    59.32     0.01    0.34   0.30   1.00
dm-0              0.01     4.57   14.04   18.64  1179.07   778.33    59.90     0.01    0.36   0.32   1.05
dm-3              0.00     0.00    0.12    0.00     2.91     0.00    23.61     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.69   23.21  1174.30   778.33    52.90     0.02    0.58   0.28   1.03
dm-5              0.00     0.00    0.42    0.04     3.39     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.88     1.10    23.04     8.35     0.01    2.96   0.23   0.07
dm-9              0.00     0.00   13.59   20.33  1172.43   755.28    56.82     0.01    0.38   0.29   0.97
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:15:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.34   18.58  1176.96   775.11    59.29     0.01    0.34   0.30   1.00
dm-0              0.01     4.57   13.97   18.58  1173.98   775.11    59.87     0.01    0.36   0.32   1.05
dm-3              0.00     0.00    0.12    0.00     2.90     0.00    23.56     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.63   23.15  1169.23   775.11    52.86     0.02    0.58   0.28   1.02
dm-5              0.00     0.00    0.42    0.04     3.38     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.88     1.09    23.05     8.35     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.53   20.27  1167.36   752.05    56.80     0.01    0.38   0.29   0.97
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:20:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.28   18.52  1171.89   771.92    59.26     0.01    0.34   0.30   0.99
dm-0              0.01     4.56   13.91   18.52  1168.90   771.92    59.84     0.01    0.36   0.32   1.04
dm-3              0.00     0.00    0.12    0.00     2.89     0.00    23.50     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.57   23.09  1164.17   771.92    52.82     0.02    0.58   0.28   1.02
dm-5              0.00     0.00    0.42    0.04     3.36     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.88     1.09    23.07     8.35     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.47   20.20  1162.31   748.85    56.77     0.01    0.38   0.29   0.96
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:25:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.22   18.46  1167.20   768.70    59.24     0.01    0.34   0.30   0.99
dm-0              0.01     4.56   13.85   18.46  1164.22   768.70    59.82     0.01    0.36   0.32   1.04
dm-3              0.00     0.00    0.12    0.00     2.87     0.00    23.45     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.51   23.02  1159.50   768.70    52.79     0.02    0.58   0.28   1.02
dm-5              0.00     0.00    0.42    0.04     3.34     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.89     1.08    23.08     8.35     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.41   20.13  1157.64   745.61    56.75     0.01    0.38   0.29   0.96
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:30:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.16   18.40  1162.23   765.54    59.21     0.01    0.34   0.30   0.99
dm-0              0.01     4.56   13.79   18.40  1159.25   765.54    59.79     0.01    0.36   0.32   1.04
dm-3              0.00     0.00    0.12    0.00     2.86     0.00    23.39     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.45   22.96  1154.54   765.54    52.74     0.02    0.58   0.28   1.02
dm-5              0.00     0.00    0.42    0.04     3.33     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.89     1.08    23.12     8.34     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.35   20.06  1152.69   742.41    56.72     0.01    0.38   0.29   0.96
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:35:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.10   18.34  1157.44   762.36    59.19     0.01    0.34   0.30   0.99
dm-0              0.01     4.55   13.73   18.34  1154.46   762.36    59.77     0.01    0.36   0.32   1.03
dm-3              0.00     0.00    0.12    0.00     2.85     0.00    23.34     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.39   22.89  1149.77   762.36    52.71     0.02    0.58   0.28   1.01
dm-5              0.00     0.00    0.41    0.04     3.31     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.89     1.07    23.14     8.34     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.29   20.00  1147.93   739.22    56.70     0.01    0.38   0.29   0.95
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:40:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   14.04   18.28  1152.68   759.23    59.16     0.01    0.34   0.30   0.98
dm-0              0.01     4.55   13.67   18.28  1149.70   759.23    59.75     0.01    0.36   0.32   1.03
dm-3              0.00     0.00    0.12    0.00     2.84     0.00    23.29     0.00    0.17   0.13   0.00
dm-4              0.00     0.00   13.33   22.82  1145.02   759.23    52.67     0.02    0.58   0.28   1.01
dm-5              0.00     0.00    0.41    0.04     3.30     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.01    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.89     1.07    23.15     8.34     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.23   19.93  1143.18   736.07    56.68     0.01    0.38   0.29   0.95
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:45:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   13.98   18.22  1148.37   756.14    59.14     0.01    0.34   0.30   0.98
dm-0              0.01     4.54   13.61   18.22  1145.39   756.14    59.73     0.01    0.36   0.32   1.03
dm-3              0.00     0.00    0.12    0.00     2.82     0.00    23.23     0.00    0.16   0.13   0.00
dm-4              0.00     0.00   13.27   22.76  1140.72   756.14    52.64     0.02    0.58   0.28   1.01
dm-5              0.00     0.00    0.41    0.04     3.28     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.00    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.90     1.06    23.17     8.34     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.17   19.86  1138.89   732.97    56.66     0.01    0.38   0.29   0.95
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:50:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   13.92   18.16  1143.78   753.08    59.12     0.01    0.34   0.30   0.98
dm-0              0.01     4.54   13.56   18.16  1140.80   753.08    59.71     0.01    0.36   0.32   1.02
dm-3              0.00     0.00    0.12    0.00     2.81     0.00    23.18     0.00    0.16   0.13   0.00
dm-4              0.00     0.00   13.22   22.70  1136.15   753.08    52.60     0.02    0.58   0.28   1.00
dm-5              0.00     0.00    0.41    0.04     3.27     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.00    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.90     1.06    23.18     8.34     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.11   19.80  1134.32   729.89    56.64     0.01    0.38   0.29   0.94
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.12   0.12   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 12:55:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   13.87   18.10  1139.42   750.02    59.10     0.01    0.34   0.30   0.97
dm-0              0.01     4.53   13.50   18.10  1136.45   750.02    59.69     0.01    0.36   0.32   1.02
dm-3              0.00     0.00    0.12    0.00     2.80     0.00    23.13     0.00    0.16   0.13   0.00
dm-4              0.00     0.00   13.16   22.63  1131.81   750.02    52.57     0.02    0.59   0.28   1.00
dm-5              0.00     0.00    0.41    0.04     3.25     0.29     8.00     0.00    0.66   0.07   0.00
dm-6              0.00     0.00    0.00    0.00     0.04     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.02     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    2.90     1.05    23.19     8.33     0.01    2.97   0.23   0.07
dm-9              0.00     0.00   13.06   19.73  1129.98   726.82    56.62     0.01    0.38   0.29   0.94
